Reading List ID,Google Books ID,Apple Books ID,ISBN-13,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
3D1A6FAD-2409-4726-AE51-80FDC3D28182,EoyTEAAAQBAJ,,9780771038518,Sapiens,A Brief History of Humankind,"Harari, Yuval Noah",512,,McClelland & Stewart,"NATIONAL BESTSELLER
NEW YORK TIMES BESTSELLER

Destined to become a modern classic in the vein of Guns, Germs, and Steel, Sapiens is a lively, groundbreaking history of humankind told from a unique perspective.
100,000 years ago, at least six species of human inhabited the earth. Today there is just one.
Us.
Homo Sapiens.
How did our species succeed in the battle for dominance? Why did our foraging ancestors come together to create cities and kingdoms? How did we come to believe in gods, nations, and human rights; to trust money, books, and laws; and to be enslaved by bureaucracy, timetables, and consumerism? And what will our world be like in the millennia to come?
In Sapiens, Dr. Yuval Noah Harari spans the whole of human history, from the very first humans to walk the earth to the radical — and sometimes devastating — breakthroughs of the Cognitive, Agricultural, and Scientific Revolutions. Drawing on insights from biology, anthropology, palaeontology, and economics, he explores how the currents of history have shaped our human societies, the animals and plants around us, and even our personalities. Have we become happier as history has unfolded? Can we ever free our behaviour from the heritage of our ancestors? And what, if anything, can we do to influence the course of the centuries to come?
Bold, wide-ranging and provocative, Sapiens challenges everything we thought we knew about being human: our thoughts, our actions, our power...and our future.",Anthropology; Civilization; Cultural & Social; Evolution; History; Life Sciences; Science; Social Science,en,2023-06-13,,2023-07-24,,,,3.0,"Cool novel, especially for someone with very minimal historical knowledge I feel it does a good job of priming one’s curiosity for history and serving as an entry point for one to continue exploring whatever they seem interested in. It is a bit opinionated but that’s to be expected and I find the POV of the author to be compelling and interesting. I don’t have many strong opinions on any concepts discussed in this book soI don’t have much to say about those other than that they were thought provoking and interesting",Science to Read (2)
62283E38-6CBA-496B-9D98-337AA411EF38,ZlU3DwAAQBAJ,,9781501144318,Why We Sleep,Unlocking the Power of Sleep and Dreams,"Walker, Matthew",360,,Simon and Schuster,"“Why We Sleep is an important and fascinating book…Walker taught me a lot about this basic activity that every person on Earth needs. I suspect his book will do the same for you.” —Bill Gates

A New York Times bestseller and international sensation, this “stimulating and important book” (Financial Times) is a fascinating dive into the purpose and power of slumber.

Sleep is one of the most important but least understood aspects of our life, wellness, and longevity. Until very recently, science had no answer to the question of why we sleep, or what good it served, or why we suffer such devastating health consequences when we don't sleep. Compared to the other basic drives in life—eating, drinking, and reproducing—the purpose of sleep remained elusive.

An explosion of scientific discoveries in the last twenty years has shed new light on this fundamental aspect of our lives. Now, preeminent neuroscientist and sleep expert Matthew Walker gives us a new understanding of the vital importance of sleep and dreaming. Within the brain, sleep enriches our ability to learn, memorize, and make logical decisions. It recalibrates our emotions, restocks our immune system, fine-tunes our metabolism, and regulates our appetite. Dreaming mollifies painful memories and creates a virtual reality space in which the brain melds past and present knowledge to inspire creativity.

Walker answers important questions about sleep: how do caffeine and alcohol affect sleep? What really happens during REM sleep? Why do our sleep patterns change across a lifetime? How do common sleep aids affect us and can they do long-term damage? Charting cutting-edge scientific breakthroughs, and synthesizing decades of research and clinical practice, Walker explains how we can harness sleep to improve learning, mood, and energy levels; regulate hormones; prevent cancer, Alzheimer’s, and diabetes; slow the effects of aging; increase longevity; enhance the education and lifespan of our children, and boost the efficiency, success, and productivity of our businesses. Clear-eyed, fascinating, and accessible, Why We Sleep is a crucial and illuminating book.",Health & Fitness; Human Anatomy & Physiology; Life Sciences; Medical; Mental Health; Neuroscience; Psychology; Science; Sleep,en,2023-03-26,,2023-07-23,Y,142,,,,
6BF52869-CC5B-40A8-88C8-B89C7CB1E5F6,OPAgEAAAQBAJ,,9780593357132,The Martian,A Novel,"Weir, Andy",435,,Random House Publishing Group,"#1 NEW YORK TIMES BESTSELLER • “Brilliant . . . a celebration of human ingenuity [and] the purest example of real-science sci-fi for many years . . . utterly compelling.”—The Wall Street Journal
 
The inspiration for the major motion picture
 
Six days ago, astronaut Mark Watney became one of the first people to walk on Mars.

Now, he’s sure he’ll be the first person to die there.

After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive.

Chances are, though, he won’t have time to starve to death. The damaged machinery, unforgiving environment, or plain-old “human error” are much more likely to kill him first.

But Mark isn’t ready to give up yet. Drawing on his ingenuity, his engineering skills—and a relentless, dogged refusal to quit—he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?

NAMED ONE OF PASTE’S BEST NOVELS OF THE DECADE

“A hugely entertaining novel [that] reads like a rocket ship afire . . . Weir has fashioned in Mark Watney one of the most appealing, funny, and resourceful characters in recent fiction.”—Chicago Tribune 
 
“As gripping as they come . . . You’ll be rooting for Watney the whole way, groaning at every setback and laughing at his pitchblack humor. Utterly nail-biting and memorable.”—Financial Times",Action & Adventure; Fiction; Hard Science Fiction; Science Fiction; Suspense; Thrillers,en,2023-07-23,,2023-07-28,,,,4.5,This book was awesome. I really ,
7133878A-85A8-4715-9F61-F9DDD2DCD2A6,e_9MDwAAQBAJ,,9780441013593,Dune,,"Herbert, Frank",794,,Penguin,"• DUNE: PART TWO • THE MAJOR MOTION PICTURE COMING NOVEMBER 3rd, 2023
Directed by Denis Villeneuve, screenplay by Denis Villeneuve and Jon Spaihts, based on the novel Dune by Frank Herbert • Starring Timothée Chalamet, Zendaya, Rebecca Ferguson, Josh Brolin, Austin Butler, Florence Pugh, Dave Bautista, Christopher Walken, Stephen McKinley Henderson, Léa Seydoux, with Stellan Skarsgård, with Charlotte Rampling, and Javier Bardem

Frank Herbert’s classic masterpiece—a triumph of the imagination and one of the bestselling science fiction novels of all time.

Set on the desert planet Arrakis, Dune is the story of Paul Atreides—who would become known as Muad'Dib—and of a great family's ambition to bring to fruition humankind's most ancient and unattainable dream.

A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what is undoubtedly the grandest epic in science fiction.",Classics; Epic; Fantasy; Fiction; Science Fiction; Space Opera,en,2023-07-29,,2023-08-29,,,,2.5,"Honestly, I don’t really see the hype on this one. Really drawn out first half, with a very abrupt and fast second half. I will admit though I kinda binged the second half on an airplane while taking my sweet old time on the first half so I may have to revisit this book again in the future to give it another chance.

My main issue was that I wasn’t really gripped or enticed by the story. The betrayal was very obviously going to happen so that event was not very highly surprising or interesting to me at all. Also the writing of the characters was in my opinion very surface level and the only one I felt was interesting was Paul’s mother. 

Paul felt like a Mary Sue, he just had all these special abilities and while I guess his character still goes through struggle with his dad dying and his kingdom being overthrown, it didn’t really help that he was some prophecised leader of the Fremen.
Overall gave shone protagonist vibes like Naruto being the “chosen one”. 

Also, this book is definitely is more in the realm of fantasy than sci-fi but perhaps reading The Martian (a hard sci-fi novel) before this may have heightened this feeling. 

Overall, I feel my enjoyment of this novel was plagued by my own preconceptions of the book and I really feel encouraged to revisit it in the future with a more open mind.",
8B25DF9C-4F32-4B4E-A9B3-25C653FEF10B,ZH4oAwAAQBAJ,,9780804139304,Zero to One,"Notes on Startups, or How to Build the Future","Thiel, Peter; Masters, Blake",195,,Crown,"#1 NEW YORK TIMES BESTSELLER • “This book delivers completely new and refreshing ideas on how to create value in the world.”—Mark Zuckerberg, CEO of Meta

“Peter Thiel has built multiple breakthrough companies, and Zero to One shows how.”—Elon Musk, CEO of SpaceX and Tesla

The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In Zero to One, legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things.

Thiel begins with the contrarian premise that we live in an age of technological stagnation, even if we’re too distracted by shiny mobile devices to notice. Information technology has improved rapidly, but there is no reason why progress should be limited to computers or Silicon Valley. Progress can be achieved in any industry or area of business. It comes from the most important skill that every leader must master: learning to think for yourself.

Doing what someone else already knows how to do takes the world from 1 to n, adding more of something familiar. But when you do something new, you go from 0 to 1. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won’t make a search engine. Tomorrow’s champions will not win by competing ruthlessly in today’s marketplace. They will escape competition altogether, because their businesses will be unique.

Zero to One presents at once an optimistic view of the future of progress in America and a new way of thinking about innovation: it starts by learning to ask the questions that lead you to find value in unexpected places.",Business & Economics; Economic Policy; Entrepreneurship; Political Science; Public Policy; Small Business,en,2023-12-12,,2023-12-13,,,,4.0,Very interesting book. Really helps give a high-level view of what to consider when looking to found a start-up and the anecdotes and reasoning given by the author is very compelling. It definitely is one to revisit and come back to as it conveys many ideas and will take more than one read for all of them to stick.,Business to Read (7)
DF253590-F358-4D62-9EA7-0FBD4F8711EE,HjyvEAAAQBAJ,,9781398527515,Elon Musk,,"Isaacson, Walter",608,,Simon and Schuster,"Epic feats. Epic failures. An epic story.

Walter Isaacson charts Elon Musk’s journey from humble beginnings to one of the wealthiest people on the planet – but is Musk a genius or a jerk?

From the author of Steve Jobs and other bestselling biographies, this is the astonishingly intimate story of Elon Musk, the most fascinating and controversial innovator of our era – a rule-breaking visionary who helped to lead the world into the era of electric vehicles, private space exploration and artificial intelligence. Oh, and took over Twitter.

When Elon Musk was a kid in South Africa, he was regularly beaten by bullies. One day a group pushed him down some concrete steps and kicked him until his face was a swollen ball of flesh. He was in the hospital for a week. But the physical scars were minor compared to the emotional ones inflicted by his father, an engineer, rogue and charismatic fantasist.

His father’s impact on his psyche would linger. He developed into a tough yet vulnerable man-child with an exceedingly high tolerance for risk, a craving for drama, an epic sense of mission, and a maniacal intensity that was callous and at times destructive.

At the beginning of 2022 – after a year marked by SpaceX launching thirty-one rockets into orbit, Tesla selling a million cars, and him becoming the richest man on earth – Musk spoke ruefully about his compulsion to stir up dramas. ‘I need to shift my mindset away from being in crisis mode, which it has been for about fourteen years now, or arguably most of my life,’ he said.

It was a wistful comment, not a New Year’s resolution. Even as he said it, he was secretly buying up shares of Twitter, the world’s ultimate playground. Over the years, whenever he was in a dark place, his mind went back to being bullied on the playground. Now he had the chance to own the playground.

For two years, Walter Isaacson had unprecedented access. He shadowed Musk, attended his meetings, walked his factories with him and spent hours interviewing him, his family, friends, coworkers and adversaries. The result is the revealing inside story, filled with amazing tales of triumphs and turmoil, that addresses the question: are the demons that drive Musk also what it takes to drive innovation and progress?

The book includes over 100 integrated black and white images.",Biography & Autobiography,en,2023-10-15,,2023-12-31,,,,4.0,"This once took me a while to finish. Not because it was a hard read but more so I found myself losing interest in it especially early on. This book really helps one get a good look at who Elon Musk is, he’s a driven, imperfect, and complicated individual with many interesting intricacies. Learning about his dark childhood and his relationship with his father helps the reader better understand how and why he acts the way he does today. It serves as a reminder that despite the power and influence these billionaires wield, they are still human and possess the same flaws and vulnerabilities that we all have. This manifests in how he treats the people around him and helps to explain a lot of his less desirable character traits. Outside of his personal life it was very compelling for me especially to learn about how he approaches his business and how he holds such strong conviction in his decisions. His concept of the “algorithm” in particular was very interesting and made me rethink how I approach projects in the future.
Here are some notes I took from this book:

# Friendliness does not equal success
	- If there's anything I've learned from this book and from Steve Jobs' book, it's that there's little to no room for camaraderie when leading a company. Elon regularly cycles through employees and does so without regard to whether he's acquainted well with you or not. This can lead to people having harsh feelings towards him but he cares more about his mission than maintaining a good image with the people around him
	- Message: Be willing to have people hate you in order to succeed. Do not settle for mediocrity

# The Algorithm
	1. Question every requirement.
		- Each requirement should come with a name of the person who made it or at least the origin. Find this and question whether this should be in place, no matter who or what deemed that it should be in place.
	2. Delete any part or process that you can.
		- You might have to add some stuff back later, but as the saying goes **If you don't end up adding 10% back later you didn't delete enough.**
	3. Simplify and optimize
		- Only after deleting do you then simplify and optimize.
		- Never optimize something that shouldn't exist in the first place.
	4. Accelerate cycle time
		- Speed up every process.
	5. Automate
		- Only after doing everything else should you begin automating.",Bookshelf (18)
30A23DDB-7A37-467F-A6AB-C696294D3CD2,_gA_DwAAQBAJ,,9780393355680,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",,"Feynman, Richard P.",400,,W. W. Norton & Company,"One of the most famous science books of our time, the phenomenal national bestseller that ""buzzes with energy, anecdote and life. It almost makes you want to become a physicist"" (Science Digest).

Richard P. Feynman, winner of the Nobel Prize in physics, thrived on outrageous adventures. In this lively work that “can shatter the stereotype of the stuffy scientist” (Detroit Free Press), Feynman recounts his experiences trading ideas on atomic physics with Einstein and cracking the uncrackable safes guarding the most deeply held nuclear secrets—and much more of an eyebrow-raising nature. In his stories, Feynman’s life shines through in all its eccentric glory—a combustible mixture of high intelligence, unlimited curiosity, and raging chutzpah.

Included for this edition is a new introduction by Bill Gates.",Biography & Autobiography; Science & Technology,en,2023-07-30,,2024-01-10,,,,5.0,"This book was definitely not what i expected and I even completely stopped reading it at some point. Once i picked it up again though I flew through it. Feynman is a very interesting guy, he comes across as quite humble and as a very eccentric personality. The stories collected in this novel are very diverse and were very entertaining, making me laugh out loud on several occasions. Will definitely come back to this in the future.",Bookshelf (17)
95C206A0-9BE3-4573-9331-7D74EEE16AD2,FJ-OEAAAQBAJ,,9780593652886,The Creative Act,A Way of Being,"Rubin, Rick",432,,Penguin Publishing Group,"From the legendary music producer, a master at helping people connect with the wellsprings of their creativity, comes a beautifully crafted book many years in the making that offers that same deep wisdom to all of us

“I set out to write a book about what to do to make a great work of art. Instead, it revealed itself to be a book on how to be.” —Rick Rubin

Many famed music producers are known for a particular sound that has its day. Rick Rubin is known for something else: creating a space where artists of all different genres and traditions can home in on who they really are and what they really offer. He has made a practice of helping people transcend their self-imposed expectations in order to reconnect with a state of innocence from which the surprising becomes inevitable. Over the years, as he has thought deeply about where creativity comes from and where it doesn’t, he has learned that being an artist isn’t about your specific output, it’s about your relationship to the world. Creativity has a place in everyone’s life, and everyone can make that place larger. In fact, there are few more important responsibilities.

The Creative Act is a beautiful and generous course of study that illuminates the path of the artist as a road we all can follow. It distills the wisdom gleaned from a lifetime’s work into a luminous reading experience that puts the power to create moments—and lifetimes—of exhilaration and transcendence within closer reach for all of us.","Body, Mind & Spirit; Creativity; Inspiration & Personal Growth; Music; Self-Help",en,2024-01-10,,2024-01-24,,,,3.0,"This book was nice, not much applied to me but it was still interesting and the main takeaway for me was that I need to focus more on consuming “great art” and that i need to work harder at minimizing distractions, giving myself more time to just think. The book was a bit too long imo and a lot of the ideas seemed similar and didn’t need to be separated but that may just be because they weren’t meant for a reader like me.",Bookshelf (16)
99CD3333-C03B-46EA-B0E9-16441217FB63,X9JMHQAACAAJ,,9780439861304,The Lightning Thief,,"Riordan, Rick",375,,"Scholastic, Incorporated","The Lightning Thief is a fantasy-adventure novel based on Greek mythology, the first young adult novel written by Rick Riordan. It is the first novel in the Percy Jackson & the Olympians series, which charts the adventures of modern-day twelve-year-old Percy Jackson as he discovers he is a demigod, the son of a mortal woman and the Greek god Poseidon. Percy and his friends go on a quest to prevent a war between the gods Zeus, Poseidon and Hades.",,en,2023-12-29,,2024-02-23,,,,5.0,,Bookshelf (15)
D5C09381-605B-4B9D-B940-392FBEF77B20,Y39JAQAAIAAJ,,9781423103349,"The Percy Jackson and the Olympians, Book Two: Sea of Monsters",,"Riordan, Rick",279,,Disney-Hyperion,"After a summer spent trying to prevent a catastrophic war among the Greek gods, Percy Jackson finds his seventh-grade school year unnervingly quiet. His biggest problem is dealing with his new friend, Tyson—a six-foot-three, mentally challenged homeless kid who follows Percy everywhere, making it hard for Percy to have any “normal” friends.

But things don’t stay quiet for long. Percy soon discovers there is trouble at Camp Half-Blood: the magical borders which protect Half-Blood Hill have been poisoned by a mysterious enemy, and the only safe haven for demigods is on the verge of being overrun by mythological monsters. To save the camp, Percy needs the help of his best friend, Grover, who has been taken prisoner by the Cyclops Polyphemus on an island somewhere in the Sea of Monsters, the dangerous waters Greek heroes have sailed for millennia—only today, the Sea of Monsters goes by a new name…the Bermuda Triangle.

Now Percy and his friends—Grover, Annabeth, and Tyson—must retrieve the Golden Fleece from the Island of the Cyclopes by the end of the summer or Camp Half-Blood will be destroyed. But first, Percy will learn a stunning new secret about his family—one that makes him question whether being claimed as Poseidon’s son is an honor or simply a cruel joke.","Action & Adventure; Camping & Outdoor Activities; Confectionery; Cooking; Courses & Dishes; Family; Fantasy & Magic; Friendship; Juvenile Fiction; Legends, Myths, Fables; Parents; Social Themes; Sports & Recreation",en,2024-02-25,,2024-02-26,,,,,,Bookshelf (14)
806EBD4A-178F-497C-862F-BF1DC7BE595E,YHC4yAEACAAJ,,9781423101482,"The Percy Jackson and the Olympians, Book Three: Titan's Curse",,"Riordan, Rick",312,,Hyperion Book CH,"When the goddess Artemis goes missing, she is believed to have been kidnapped. And now it’s up to Percy and his friends to find out what happened. Who is powerful enough to kidnap a goddess? They must find Artemis before the winter solstice, when her influence on the Olympian Council could swing an important vote on the war with the titans. Not only that, but first Percy will have to solve the mystery of a rare monster that Artemis was hunting when she disappeared—a monster rumored to be so powerful it could destroy Olympus forever.","Action & Adventure; Juvenile Fiction; Legends, Myths, Fables; Mysteries & Detective Stories",en,2024-02-26,,2024-02-28,,,,,,Bookshelf (13)
CC9302AE-B39B-46D3-840F-75FBC12AFC58,CttnuAAACAAJ,,9780545174817,The Battle of the Labyrinth,,"Riordan, Rick",361,,Scholastic,"Percy Jackson isnlt expecting freshman orientation to be any fun. But when a mysterious mortal acquaintance appears on campus, followed by demon cheerleaders, things quickly move from bad to diabolical. In this 4th book of the series, time is running out as war between the Olympians and the evil Titan lord Kronos draws near. Even the safe haven of Camp Half-Blood grows more vulnerable by the minute as Kronosls army prepares to invade its once impenetrable borders. To stop them, Percy and his demigod friends must set out on a quest through the Labyrinth,a sprawling underground world with stunning surprises at every turn.",,en,2024-02-28,,2024-02-29,,,,,,Bookshelf (20)
CA5F966D-D1A0-407F-9F37-7F518336792E,gPJpewAACAAJ,,9780545272629,The Last Olympian,,"Riordan, Rick",381,,Scholastic,"All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows. While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time. In this momentous final book in the New York Times best-selling series, the long-awaited prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate.",,en,2024-02-29,,2024-03-02,,,,,,Bookshelf (19)
262E80D0-FF51-45FF-8D25-987C7A3781C5,uOMt_XCo81QC,,9781101561089,The Idea Factory,Bell Labs and the Great Age of American Innovation,"Gertner, Jon",360,,Penguin,"The definitive history of America’s greatest incubator of innovation and the birthplace of some of the 20th century’s most influential technologies

“Filled with colorful characters and inspiring lessons . . . The Idea Factory explores one of the most critical issues of our time: What causes innovation?” —Walter Isaacson, The New York Times Book Review

“Compelling . . . Gertner's book offers fascinating evidence for those seeking to understand how a society should best invest its research resources.” —The Wall Street Journal

From its beginnings in the 1920s until its demise in the 1980s, Bell Labs-officially, the research and development wing of AT&T-was the biggest, and arguably the best, laboratory for new ideas in the world. From the transistor to the laser, from digital communications to cellular telephony, it's hard to find an aspect of modern life that hasn't been touched by Bell Labs. In The Idea Factory, Jon Gertner traces the origins of some of the twentieth century's most important inventions and delivers a riveting and heretofore untold chapter of American history. At its heart this is a story about the life and work of a small group of brilliant and eccentric men-Mervin Kelly, Bill Shockley, Claude Shannon, John Pierce, and Bill Baker-who spent their careers at Bell Labs. Today, when the drive to invent has become a mantra, Bell Labs offers us a way to enrich our understanding of the challenges and solutions to technological innovation. Here, after all, was where the foundational ideas on the management of innovation were born.",20th Century; Business & Economics; Corporate & Business History; History; Inventions; Technology & Engineering; United States,en,2024-01-29,,2024-03-08,,,,5.0,"Very insightful and interesting book. This one takes you through the history of Bell Labs from the very beginning to what remains of it today (although one could argue it died when AT&T broke up). 

Learning about various great minds such as Bill Shockley, and Claude Shannon and getting a glimpse behind the scenes of great innovations such as the transistor was fascinating.

My particular takeaways from the novel were two in particular. The first being that I want to work alongside other great minds! This book demonstrates the advantage of putting a ton of the greatest minds all in one place, which is that they tend to generate beautiful and innovative ideas! Even ones like Claude Shannon’s Information Theory which is attributed solely to him was surely helped by having so many other great minds around him. Also observing the multidisciplinary nature of the lab and how this played a key part in the innovation of the transistor in particular inspired me to explore topics and subject I’m not experienced in such as electronics and web design.  

My second major takeaway was great minds are unique minds. What I mean by this is that after reading Feynman’s bio and after reading about the lives of Shannon, Shockley, Piece, etc. I’ve learned that the greatest minds have their own ways of generating ideas and working. There’s no single formula to conducting research or working on a problem. While this is a bit obvious it was particularly important to me as it inspired me to begin exploring different ways of putting myself in positions to think more. I’ve begun going on more walks, writing down things, removing headphones/distractions from my daily life, and overall I’ve spent more time thinking everyday. I also felt some of my prior intuitions were reinforced after reading this. Things like how I tend to jump all over the place with my interests and passion projects (i.e. robots, electronics, software, finance, math, etc.) was reflected in how John Pierce jumped from different passions and interests (gliders, satellites, mobile phones, lasers, etc.). As well as my recent (2 years) resurgence in interest in reading albeit for different reasons (I read a lot of fiction as a child but now am more interested in thought-provoking material) being reflected in how Claude Shannon kept a home library which he explored and used to his heart’s content in his later years.

There’s a lot more this book showed such as how important ideas can have such humble beginnings (humble either through the humble backgrounds of all the scientists or by where the idea came from) as well as how these ideas can be manifested through chance encounters. Bell Labs was unique, and perhaps we will never have anything remotely close it again. The lessons learned from Bell Labs can be taken by many as they seek to work on important ideas in the future. ",
F91F5B69-E2C6-4648-877F-E78B2DF29FD4,7NMylz2zPOMC,,9781423145400,"Lost Hero, The (Heroes of Olympus, The, Book One)",,"Riordan, Rick",576,,Disney Electronic Content,"Jason has a problem. He doesn't remember anything before waking up on a school bus holding hands with a girl. Apparently she's his girlfriend Piper, his best friend is a kid named Leo, and they're all students in the Wilderness School, a boarding school for ""bad kids."" What he did to end up here, Jason has no idea—except that everything seems very wrong.","Action & Adventure; Fantasy & Magic; Greek & Roman; Juvenile Fiction; Legends, Myths, Fables",en,2024-03-18,,2024-03-19,,,,,,
04CAAC35-1700-4FD7-B72B-930777189AC8,02oZzQEACAAJ,,9781423140597,"Heroes of Olympus, The, Book Two: The Son of Neptune",,"Riordan, Rick",544,,Hyperion Book CH,"Percy is confused. When he awoke after his long sleep, he didn’t know much more than his name. His brain-fuzz is lingering, even after the wolf Lupa told him he is a demigod and trained him to fight. Somehow Percy managed to make it to the camp for half-bloods, despite the fact that he had to continually kill monsters that, annoyingly, would not stay dead. But the camp doesn't ring any bells with him.
Hazel is supposed to be dead. When she lived before, she didn’t do a very good job of it. When the Voice took over her mother and commanded Hazel to use her “gift” for an evil purpose, Hazel couldn’t say no. Now, because of her mistake, the future of the world is at risk. 
Frank is a klutz. His grandmother claims he is descended from ancient heroes and can be anything he wants to be, but he doesn’t see it. He doesn’t even know who his father is. He keeps hoping Apollo will claim him, because the only thing he is good at is archery—although not good enough to help the Fifth Cohort win at war games. His big and bulky physique makes him feel like a clumsy ox, especially in front of Hazel, his closest friend at camp. He trusts her completely—enough, even, to share the secret he holds close to his heart. 
Beginning at the “other” camp for half-bloods and extending as far north as the land beyond the gods, this breathtaking second installment in the Heroes of Olympus series introduces new demigods, revives fearsome monsters, and features other remarkable creatures, all of whom are destined to play a part in the most important quest of all: the Prophecy of Seven.","Action & Adventure; Fantasy & Magic; Juvenile Fiction; Legends, Myths, Fables; Other",en,2024-03-19,,2024-03-22,,,,,,
0DF0E624-A260-4210-B695-4128455567B4,QtbOnQEACAAJ,,9781423140603,"Heroes of Olympus, The , Book Three: The Mark of Athena",,"Riordan, Rick",608,,Hyperion Book CH,"In The Son of Neptune, Percy, Hazel, and Frank met in Camp Jupiter, the Roman equivalent of Camp Halfblood, and traveled to the land beyond the gods to complete a dangerous quest. The third book in the Heroes of Olympus series will unite them with Jason, Piper, and Leo. But they number only six--who will complete the Prophecy of Seven? /DIV
The Greek and Roman demigods will have to cooperate in order to defeat the giants released by the Earth Mother, Gaea. Then they will have to sail together to the ancient land to find the Doors of Death. What exactly are the Doors of Death? Much of the prophesy remains a mystery. . . . DIVWith old friends and new friends joining forces, a marvelous ship, fearsome foes, and an exotic setting, The Mark of Athena promises to be another unforgettable adventure by master storyteller Rick Riordan.","Action & Adventure; Fantasy & Magic; Greek & Roman; Juvenile Fiction; Legends, Myths, Fables; Other",en,2024-03-22,,2024-03-24,,,,,,
4406B7BE-C531-48CC-961D-7E4D16B13A5F,SoxV9OyP0TcC,,9781423155157,"The Heroes of Olympus, Book Four: The House of Hades",,"Riordan, Rick",608,,Disney Electronic Content,"At the conclusion of The Mark of Athena, Annabeth and Percy tumble into a pit leading straight to the Underworld. The other five demigods have to put aside their grief and follow Percy's instructions to find the mortal side of the Doors of Death. If they can fight their way through the Gaea's forces, and Percy and Annabeth can survive the House of Hades, then the Seven will be able to seal the Doors from both sides and prevent the giants from raising Gaea. But, Leo wonders, if the Doors are sealed, how will Percy and Annabeth be able to escape?

They have no choice. If the demigods don't succeed, Gaea's armies will never die. They have no time. In about a month, the Romans will march on Camp Half-Blood. The stakes are higher than ever in this adventure that dives into the depths of Tartarus.","Action & Adventure; Fantasy & Magic; Greek & Roman; Juvenile Fiction; Legends, Myths, Fables",en,2024-03-24,,2024-03-27,,,,,,
B8F38325-0913-4727-8796-ACDD548E8FB2,BWs1nwEACAAJ,,9781423146735,The Heroes of Olympus Book Five: The Blood of Olympus,,"Riordan, Rick",528,,Disney-Hyperion,"Though the Greek and Roman crewmembers of the Argo II have made progress in their many quests, they still seem no closer to defeating the earth mother, Gaea. Her giants have risen-all of them-and they're stronger than ever. They must be stopped before the Feast of Spes, when Gaea plans to have two demigods sacrificed in Athens. She needs their blood-the blood of Olympus-in order to wake.

The demigods are having more frequent visions of a terrible battle at Camp Half-Blood. The Roman legion from Camp Jupiter, led by Octavian, is almost within striking distance. Though it is tempting to take the Athena Parthenos to Athens to use as a secret weapon, the friends know that the huge statue belongs back on Long Island, where it might be able to stop a war between the two camps.

The Athena Parthenos will go west; the Argo II will go east. The gods, still suffering from multiple personality disorder, are useless. How can a handful of young demigods hope to persevere against Gaea's army of powerful giants? As dangerous as it is to head to Athens, they have no other option. They have sacrificed too much already. And if Gaea wakes, it is game over.","Action & Adventure; Fantasy & Magic; Greek & Roman; Juvenile Fiction; Legends, Myths, Fables",en,2024-03-27,,2024-04-02,,,,,,
